ENSEMBLID;Symbol;mRNAbinding;IdentifiedCL;IdentifiedControl;p.adj.DESeq;p.adj.IC;RefSeq
ENSG00000185728;YTHDF3;mRNA-interactome;identified;identified;0.097074162;0.001315893;
ENSG00000185736;ADARB2;mRNA-interactome;identified;not identified;0.002275245;0.003558859;NP_061172
ENSG00000186416;NKRF;mRNA-interactome;identified;not identified;7.04E-09;0.00624035;"NP_001166959;NP_060014;NP_0011..."
ENSG00000187024;PTRH1;mRNA-interactome;identified;not identified;0.713048069;0.005243458;NP_001002913
ENSG00000187051;RPS19BP1;mRNA-interactome;identified;not identified;0.072832566;0.001425966;NP_919307
ENSG00000187742;SECISBP2;mRNA-interactome;identified;not identified;0.143405059;0.005832241;NP_076982
ENSG00000187837;HIST1H1C;mRNA-interactome;identified;identified;0.511944046;0.007978046;NP_005310
ENSG00000187955;COL14A1;mRNA-interactome;identified;identified;0.930427451;0.002708193;NP_066933
ENSG00000188549;C15orf52;mRNA-interactome;identified;not identified;0.930427451;0.001315893;NP_997263
ENSG00000188643;S100A16;mRNA-interactome;identified;not identified;0.930427451;0.00343726;NP_525127
ENSG00000188739;RBM34;mRNA-interactome;identified;not identified;1.47E-08;0.001749371;"NP_001155005;NP_055829"
ENSG00000188846;RPL14;mRNA-interactome;identified;not identified;4.94E-05;0.005673184;"NP_001030168;NP_003964"
ENSG00000188976;NOC2L;mRNA-interactome;identified;not identified;0.002899518;0.002238209;NP_056473
ENSG00000189060;H1F0;mRNA-interactome;identified;identified;1;0.001181617;NP_005309
ENSG00000189306;RRP7A;mRNA-interactome;identified;not identified;0.040298589;0.007311132;NP_056518
ENSG00000189369;GSPT2;mRNA-interactome;identified;not identified;0.022498643;0.002729137;NP_060564
ENSG00000189403;HMGB1;mRNA-interactome;identified;identified;0.77651359;0.00239528;NP_002119
ENSG00000196141;SPATS2L;mRNA-interactome;identified;not identified;0.007498822;0.02412107;"NP_001093893;NP_001093892;NP_0..."
ENSG00000196154;S100A4;mRNA-interactome;identified;not identified;0.713048069;0.001177645;"NP_062427;NP_002952"
ENSG00000196235;SUPT5H;mRNA-interactome;identified;identified;0.001496321;0.002497423;"NP_001124296;NP_001104490;NP_0..."
ENSG00000196262;PPIA;mRNA-interactome;identified;not identified;7.42E-05;0.005225306;NP_066953
ENSG00000196396;PTPN1;mRNA-interactome;identified;not identified;0.713048069;0.000753652;NP_002818
ENSG00000196419;XRCC6;mRNA-interactome;identified;not identified;3.14E-08;0.001717221;NP_001460
ENSG00000196924;FLNA;mRNA-interactome;identified;identified;0.041203084;0.00775797;"NP_001447;NP_001104026"
ENSG00000196943;C14orf21;mRNA-interactome;identified;not identified;2.74E-05;0.014807832;NP_777573
ENSG00000197102;DYNC1H1;mRNA-interactome;identified;not identified;0.930427451;0.001621344;NP_001367
ENSG00000197111;PCBP2;mRNA-interactome;identified;not identified;1.25E-09;0.00067332;"NP_001092090;NP_001122383;NP_0..."
ENSG00000197157;SND1;mRNA-interactome;identified;not identified;4.25E-20;0.000753652;NP_055205
ENSG00000197265;GTF2E2;mRNA-interactome;identified;not identified;0.930427451;0.003691074;NP_002086
ENSG00000197451;HNRNPAB;mRNA-interactome;identified;identified;1.98E-09;0.000753652;"NP_112556;NP_004490"
ENSG00000197498;RPF2;mRNA-interactome;identified;not identified;0.007498822;0.001177645;NP_115570
ENSG00000197728;RPS26;mRNA-interactome;identified;identified;0.040298589;0.000719405;NP_001020
ENSG00000198000;NOL8;mRNA-interactome;identified;not identified;9.01E-05;0.001285231;NP_060418
ENSG00000198015;MRPL42;mRNA-interactome;identified;not identified;0.096773559;0.001315893;"NP_751917;NP_054769"
ENSG00000198034;RPS4X;mRNA-interactome;identified;not identified;0.005783346;0.000900621;NP_000998
ENSG00000198042;MAK16;mRNA-interactome;identified;not identified;0.003616417;0.039227262;NP_115898
ENSG00000198242;RPL23A;mRNA-interactome;identified;identified;0.319873794;0.001416669;NP_000975
ENSG00000198265;HELZ;mRNA-interactome;identified;not identified;0.003616417;0.002164825;NP_055692
ENSG00000198492;YTHDF2;mRNA-interactome;identified;not identified;1.57E-05;0.001153923;"NP_001166299;NP_001166599;NP_0..."
ENSG00000198755;RPL10A;mRNA-interactome;identified;identified;0.4365026;0.003850691;NP_009035
ENSG00000198900;TOP1;mRNA-interactome;identified;not identified;0.052105948;0.001865032;NP_003277
ENSG00000198917;C9orf114;mRNA-interactome;identified;not identified;0.000167486;0.001095515;NP_057474
ENSG00000198919;DZIP3;mRNA-interactome;identified;not identified;0.329799582;0.000882488;NP_055463
ENSG00000204356;RDBP;mRNA-interactome;identified;not identified;0.713048069;0.00202892;NP_002895
ENSG00000204388;HSPA1B;mRNA-interactome;identified;not identified;0.052105948;0.001005977;"NP_005336;NP_005337"
ENSG00000204392;LSM2;mRNA-interactome;identified;not identified;0.012745281;0.000888904;NP_067000
ENSG00000204531;POU5F1;mRNA-interactome;identified;not identified;0.000110155;0.000608651;"NP_001167002;NP_976034;NP_0026..."
ENSG00000204560;DHX16;mRNA-interactome;identified;not identified;0.096773559;0.001397396;"NP_003578;NP_001157711"
ENSG00000204574;ABCF1;mRNA-interactome;identified;not identified;0.000209011;0.019011778;"NP_001020262;NP_001081"
ENSG00000204576;PRR3;mRNA-interactome;identified;not identified;0.040298589;0.00946808;"NP_079539;NP_001070965"
ENSG00000204628;GNB2L1;mRNA-interactome;identified;not identified;0.000750884;0.000855148;NP_006089
ENSG00000204842;ATXN2;mRNA-interactome;identified;not identified;1.63E-08;0.001285231;NP_002964
ENSG00000205323;SARNP;mRNA-interactome;identified;identified;0.060355759;0.001181617;NP_149073
ENSG00000205531;NAP1L4;mRNA-interactome;identified;not identified;0.930427451;0.00067332;NP_005960
ENSG00000205542;TMSB4X;mRNA-interactome;identified;identified;0.912257102;0.00163363;NP_066932
ENSG00000205937;RNPS1;mRNA-interactome;identified;not identified;0.005783346;0.002183922;"NP_006702;NP_542161"
ENSG00000213782;DDX47;mRNA-interactome;identified;not identified;0.000609866;0.006579191;"NP_957518;NP_057439"
ENSG00000214022;REPIN1;mRNA-interactome;identified;not identified;0.930427451;0.002962087;"NP_001093166;NP_001093165;NP_0..."
ENSG00000214753;HNRNPUL2;mRNA-interactome;identified;not identified;1.95E-10;0.001621344;NP_001073027
ENSG00000215301;DDX3X;mRNA-interactome;identified;not identified;2.69E-07;0.002708193;"NP_001347;NP_001180345;NP_0011..."
ENSG00000215425;SNORD84;mRNA-interactome;identified;not identified;0.000167486;0.056799935;"NP_542165;NP_004631"
ENSG00000215472;RPL17;mRNA-interactome;identified;identified;0.930427451;0.005340628;"NP_001186274;NP_001186273;NP_0..."
ENSG00000215699;BX511012.1;mRNA-interactome;identified;not identified;0.012745281;0.00078165;"NP_001177938;NP_001177935;NP_4..."
ENSG00000225748;CR759761.2;mRNA-interactome;identified;identified;2.42E-06;0.00117527;
ENSG00000225921;NOL7;mRNA-interactome;identified;not identified;0.003616417;0.001698816;NP_057251
ENSG00000233927;RPS28;mRNA-interactome;identified;not identified;0.012745281;0.000882488;NP_001022
ENSG00000235657;CR388220.8;mRNA-interactome;identified;not identified;0.930427451;0.000769967;
ENSG00000236222;CR759786.10;mRNA-interactome;identified;not identified;7.83E-07;0.002962087;
ENSG00000239306;RBM14;mRNA-interactome;identified;not identified;1.43E-10;0.000963932;"NP_006319;NP_001185765;NP_0011..."
ENSG00000239672;NME1;mRNA-interactome;identified;identified;1;0.004457966;"NP_000260;NP_937818"
ENSG00000240682;ISY1;mRNA-interactome;identified;not identified;0.052105948;0.001621344;"NP_001191819;NP_065752;NP_0011..."
ENSG00000241945;PWP2;mRNA-interactome;identified;not identified;1.43E-10;0.002962087;NP_005040
ENSG00000242265;PEG10;mRNA-interactome;identified;not identified;9.17E-07;0.001651554;"NP_001035242;NP_001165909;NP_0..."
ENSG00000244462;RBM12;mRNA-interactome;identified;not identified;0.000393611;0.012462258;"NP_001185769;NP_001185767;NP_6..."
ENSG00000244509;APOBEC3C;mRNA-interactome;identified;not identified;0.029319648;0.001704679;NP_055323
ENSG00000247596;TWF2;mRNA-interactome;identified;not identified;0.096773559;0.001091449;NP_009215
ENSG00000249398;AC092037.3;mRNA-interactome;identified;identified;1;0.001677061;
ENSG00000249714;NA;mRNA-interactome;identified;not identified;0.002275245;0.006829447;
ENSG00000003756;RBM5;Candidate RBP;identified;not identified;0.072832566;0.753361499;NP_005769
ENSG00000004700;RECQL;Candidate RBP;identified;not identified;1;0.019844894;"NP_116559;NP_002898"
ENSG00000005700;IBTK;Candidate RBP;identified;not identified;1;NA;NP_056340
ENSG00000006652;IFRD1;Candidate RBP;identified;not identified;1;NA;"NP_001184009;NP_001184008;NP_0..."
ENSG00000007350;TKTL1;Candidate RBP;identified;not identified;0.143405059;NA;"NP_001139406;NP_001139405;NP_0..."
ENSG00000007392;LUC7L;Candidate RBP;identified;not identified;1;NA;"NP_060502;NP_958815"
ENSG00000007520;C16orf42;Candidate RBP;identified;not identified;1;NA;NP_001001410
ENSG00000008128;CDK11A;Candidate RBP;identified;not identified;0.930427451;0.015417923;"NP_277024;NP_277022;NP_277021;..."
ENSG00000008294;SPAG9;Candidate RBP;identified;not identified;1;NA;"NP_001124000;NP_003962"
ENSG00000009694;ODZ1;Candidate RBP;identified;not identified;1;NA;"NP_055068;NP_001156750;NP_0011..."
ENSG00000010244;ZNF207;Candidate RBP;identified;not identified;0.930427451;0.210869427;"NP_001091977;NP_003448;NP_0010..."
ENSG00000011132;APBA3;Candidate RBP;identified;not identified;1;NA;NP_004877
ENSG00000011454;RABGAP1;Candidate RBP;identified;not identified;1;NA;NP_036329
ENSG00000015133;CCDC88C;Candidate RBP;identified;not identified;0.930427451;NA;NP_001073883
ENSG00000021826;CPS1;Candidate RBP;identified;not identified;0.021501528;0.052511569;"NP_001116105;NP_001866;NP_0011..."
ENSG00000022840;RNF10;Candidate RBP;identified;not identified;0.930427451;0.123418282;NP_055683
ENSG00000023191;RNH1;Candidate RBP;identified;not identified;1;NA;"NP_976323;NP_976322;NP_976321;..."
ENSG00000023909;GCLM;Candidate RBP;identified;not identified;1;NA;NP_002052
ENSG00000026025;VIM;Candidate RBP;identified;not identified;0.096773559;0.300796773;NP_003371
ENSG00000033050;ABCF2;Candidate RBP;identified;not identified;0.096773559;0.017501825;"NP_009120;NP_005683"
ENSG00000038358;EDC4;Candidate RBP;identified;not identified;0.143405059;0.064862823;NP_055144
ENSG00000039650;PNKP;Candidate RBP;identified;not identified;1;NA;NP_009185
ENSG00000042493;CAPG;Candidate RBP;identified;not identified;0.930427451;NA;NP_001738
ENSG00000044459;CNTLN;Candidate RBP;identified;not identified;1;NA;"NP_060208;NP_001107867"
ENSG00000047662;FAM184B;Candidate RBP;identified;not identified;1;NA;NP_056503
ENSG00000048544;MRPS10;Candidate RBP;identified;not identified;0.930427451;NA;NP_060611
ENSG00000048707;VPS13D;Candidate RBP;identified;not identified;NA;NA;"NP_056193;NP_060626"
ENSG00000048740;CELF2;Candidate RBP;identified;not identified;1;NA;"NP_001020247;NP_001020248;NP_0..."
ENSG00000052850;ALX4;Candidate RBP;identified;not identified;1;NA;NP_068745
ENSG00000054523;KIF1B;Candidate RBP;identified;not identified;0.713048069;0.151357378;"NP_055889;NP_904325"
ENSG00000054654;SYNE2;Candidate RBP;identified;not identified;1;NA;"NP_878918;NP_055995;NP_878917;..."
ENSG00000055070;C1orf144;Candidate RBP;identified;not identified;1;NA;"NP_001108072;NP_056424"
ENSG00000055332;EIF2AK2;Candidate RBP;identified;not identified;0.096773559;0.702472174;"NP_001129123;NP_002750;NP_0011..."
ENSG00000056972;TRAF3IP2;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001157755;NP_001157754;NP_6..."
ENSG00000057608;GDI2;Candidate RBP;identified;not identified;0.329799582;0.039227262;"NP_001485;NP_001108628"
ENSG00000058262;SEC61A1;Candidate RBP;identified;not identified;0.930427451;0.020365736;NP_037468
ENSG00000059145;UNKL;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001180318;NP_075564;NP_0010..."
ENSG00000060749;QSER1;Candidate RBP;identified;not identified;1;NA;NP_001070254
ENSG00000061794;MRPS35;Candidate RBP;identified;not identified;0.052105948;0.925067427;"NP_068593;NP_001177793"
ENSG00000062524;LTK;Candidate RBP;identified;not identified;1;NA;"NP_996844;NP_002335;NP_0011291..."
ENSG00000064042;LIMCH1;Candidate RBP;identified;not identified;1;NA;"NP_001106189;NP_001106188;NP_0..."
ENSG00000064419;TNPO3;Candidate RBP;identified;not identified;0.930427451;0.407577354;"NP_036602;NP_001177957"
ENSG00000064666;CNN2;Candidate RBP;identified;not identified;1;NA;"NP_004359;NP_958434"
ENSG00000064703;DDX20;Candidate RBP;identified;not identified;0.713048069;0.046115757;NP_009135
ENSG00000065150;IPO5;Candidate RBP;identified;not identified;NA;NA;NP_002262
ENSG00000065427;KARS;Candidate RBP;identified;not identified;0.713048069;0.607841429;"NP_005539;NP_001123561"
ENSG00000065485;PDIA5;Candidate RBP;identified;not identified;0.713048069;0.73993507;NP_006801
ENSG00000066084;DIP2B;Candidate RBP;identified;not identified;1;NA;NP_775873
ENSG00000066557;LRRC40;Candidate RBP;identified;not identified;0.930427451;NA;NP_060238
ENSG00000066933;MYO9A;Candidate RBP;identified;not identified;1;NA;NP_008832
ENSG00000067248;DHX29;Candidate RBP;identified;not identified;0.143405059;0.028921102;NP_061903
ENSG00000067533;RRP15;Candidate RBP;identified;not identified;0.022498643;0.364394118;NP_057136
ENSG00000068796;KIF2A;Candidate RBP;identified;not identified;1;0.314858849;"NP_004511;NP_001091981"
ENSG00000069812;HES2;Candidate RBP;identified;not identified;0.713048069;NA;NP_061962
ENSG00000070831;CDC42;Candidate RBP;identified;not identified;0.713048069;0.051551535;"NP_001034891;NP_001782;NP_4263..."
ENSG00000071246;VASH1;Candidate RBP;identified;not identified;0.930427451;NA;NP_055724
ENSG00000071553;ATP6AP1;Candidate RBP;identified;not identified;1;NA;NP_001174
ENSG00000071859;FAM50A;Candidate RBP;identified;not identified;0.143405059;0.603995343;NP_004690
ENSG00000072110;ACTN1;Candidate RBP;identified;not identified;1;0.031596879;"NP_001123476;NP_001093;NP_0011..."
ENSG00000073050;XRCC1;Candidate RBP;identified;not identified;1;NA;NP_006288
ENSG00000073536;NLE1;Candidate RBP;identified;not identified;1;NA;"NP_060566;NP_001014445"
ENSG00000073578;SDHA;Candidate RBP;identified;not identified;0.930427451;0.048142198;NP_004159
ENSG00000073605;GSDMB;Candidate RBP;identified;not identified;1;NA;"NP_061000;NP_001035936;NP_0011..."
ENSG00000073921;PICALM;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001008660;NP_001193875;NP_0..."
ENSG00000074054;CLASP1;Candidate RBP;identified;not identified;1;NA;"NP_001135746;NP_056097;NP_0011..."
ENSG00000074266;EED;Candidate RBP;identified;not identified;1;0.511222518;"NP_694536;NP_003788"
ENSG00000075142;SRI;Candidate RBP;identified;not identified;0.930427451;0.002883304;"NP_003121;NP_944490"
ENSG00000075643;MOCOS;Candidate RBP;identified;not identified;1;NA;NP_060417
ENSG00000075975;MKRN2;Candidate RBP;identified;not identified;0.029319648;0.018344113;NP_054879
ENSG00000076706;MCAM;Candidate RBP;identified;not identified;1;NA;NP_006491
ENSG00000077150;NFKB2;Candidate RBP;identified;not identified;0.930427451;0.455170773;"NP_001070962;NP_001070961;NP_0..."
ENSG00000077152;UBE2T;Candidate RBP;identified;not identified;1;NA;NP_054895
ENSG00000077312;SNRPA;Candidate RBP;identified;not identified;0.029319648;0.955244755;NP_004587
ENSG00000077380;DYNC1I2;Candidate RBP;identified;not identified;0.713048069;0.919750348;NP_001369
ENSG00000077809;GTF2I;Candidate RBP;identified;not identified;0.052105948;0.020896992;"NP_127492;NP_127493;NP_0011571..."
ENSG00000078699;CBFA2T2;Candidate RBP;identified;not identified;1;NA;"NP_001034798;NP_005084;NP_0010..."
ENSG00000080802;CNOT4;Candidate RBP;identified;not identified;0.022498643;0.876956628;"NP_001177778;NP_001177776;NP_0..."
ENSG00000081818;PCDHB4;Candidate RBP;identified;not identified;1;NA;NP_061761
ENSG00000082068;WDR70;Candidate RBP;identified;not identified;1;NA;NP_060504
ENSG00000082515;MRPL22;Candidate RBP;identified;not identified;0.040298589;0.018233056;"NP_001014990;NP_054899"
ENSG00000082898;XPO1;Candidate RBP;identified;not identified;1;0.756322176;NP_003391
ENSG00000083520;DIS3;Candidate RBP;identified;not identified;0.072832566;0.028220462;"NP_055768;NP_001121698"
ENSG00000084463;WBP11;Candidate RBP;identified;not identified;1;0.205962095;NP_057396
ENSG00000084623;EIF3I;Candidate RBP;identified;not identified;0.713048069;0.013729185;NP_003748
ENSG00000084774;CAD;Candidate RBP;identified;not identified;0.930427451;NA;NP_004332
ENSG00000085662;AKR1B1;Candidate RBP;identified;not identified;1;NA;NP_001619
ENSG00000086619;ERO1LB;Candidate RBP;identified;not identified;1;NA;NP_063944
ENSG00000086712;TXLNG;Candidate RBP;identified;not identified;0.930427451;0.023686218;"NP_060830;NP_001162154"
ENSG00000087470;DNM1L;Candidate RBP;identified;not identified;0.930427451;0.459629974;"NP_036193;NP_036192;NP_005681"
ENSG00000087884;C11orf67;Candidate RBP;identified;not identified;1;NA;NP_078960
ENSG00000089248;ERP29;Candidate RBP;identified;not identified;1;NA;"NP_006808;NP_001029197"
ENSG00000089682;RBM41;Candidate RBP;identified;not identified;1;NA;"NP_001164551;NP_060771"
ENSG00000090013;BLVRB;Candidate RBP;identified;not identified;0.713048069;0.038680086;NP_000704
ENSG00000090861;AARS;Candidate RBP;identified;not identified;0.930427451;0.029776714;NP_001596
ENSG00000090863;GLG1;Candidate RBP;identified;not identified;1;NA;"NP_036333;NP_001139139;NP_0011..."
ENSG00000090905;TNRC6A;Candidate RBP;identified;not identified;0.143405059;0.014731101;NP_055309
ENSG00000090989;EXOC1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001020095;NP_060731;NP_8399..."
ENSG00000091136;LAMB1;Candidate RBP;identified;not identified;1;NA;NP_002282
ENSG00000091527;CDV3;Candidate RBP;identified;not identified;1;0.050341518;"NP_060018;NP_001127894;NP_0011..."
ENSG00000091972;CD200;Candidate RBP;identified;not identified;1;NA;"NP_005935;NP_001004196"
ENSG00000092200;RPGRIP1;Candidate RBP;identified;not identified;1;NA;NP_065099
ENSG00000092847;EIF2C1;Candidate RBP;identified;not identified;0.930427451;NA;NP_036331
ENSG00000095303;PTGS1;Candidate RBP;identified;not identified;1;NA;"NP_000953;NP_542158"
ENSG00000095319;NUP188;Candidate RBP;identified;not identified;1;NA;NP_056169
ENSG00000095787;WAC;Candidate RBP;identified;not identified;0.930427451;NA;"NP_567823;NP_057712"
ENSG00000096063;SRPK1;Candidate RBP;identified;not identified;0.072832566;0.060696164;NP_003128
ENSG00000096080;MRPS18A;Candidate RBP;identified;not identified;0.096773559;0.178029966;"NP_060605;NP_001180272"
ENSG00000096171;CR925765.1;Candidate RBP;identified;not identified;0.329799582;0.349170887;NP_006286
ENSG00000099219;ERMP1;Candidate RBP;identified;not identified;0.143405059;0.202925808;NP_079172
ENSG00000100266;PACSIN2;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001171899;NP_009160;NP_0011..."
ENSG00000100285;NEFH;Candidate RBP;identified;not identified;0.713048069;NA;NP_066554
ENSG00000100294;MCAT;Candidate RBP;identified;not identified;0.012745281;0.377220699;"NP_055322;NP_775738"
ENSG00000100393;EP300;Candidate RBP;identified;not identified;1;NA;NP_001420
ENSG00000100462;PRMT5;Candidate RBP;identified;not identified;1;NA;"NP_006100;NP_001034708"
ENSG00000100603;SNW1;Candidate RBP;identified;not identified;1;NA;NP_036377
ENSG00000100632;ERH;Candidate RBP;identified;not identified;0.052105948;0.632467061;NP_004441
ENSG00000100664;EIF5;Candidate RBP;identified;not identified;0.329799582;NA;"NP_892116;NP_001960"
ENSG00000100823;APEX1;Candidate RBP;identified;not identified;0.052105948;0.032453877;"NP_542380;NP_542379;NP_001632"
ENSG00000100852;ARHGAP5;Candidate RBP;identified;not identified;1;NA;"NP_001025226;NP_001164"
ENSG00000100890;KIAA0391;Candidate RBP;identified;not identified;0.143405059;0.028815264;NP_055487
ENSG00000100938;GMPR2;Candidate RBP;identified;not identified;0.713048069;0.011064301;"NP_001002000;NP_001002002;NP_0..."
ENSG00000101191;DIDO1;Candidate RBP;identified;not identified;0.930427451;0.992157085;"NP_001180298;NP_149072;NP_0011..."
ENSG00000101220;C20orf27;Candidate RBP;identified;not identified;1;NA;NP_001034229
ENSG00000101367;MAPRE1;Candidate RBP;identified;not identified;0.329799582;NA;NP_036457
ENSG00000101782;RIOK3;Candidate RBP;identified;not identified;1;NA;NP_003822
ENSG00000101856;PGRMC1;Candidate RBP;identified;not identified;1;NA;NP_006658
ENSG00000102007;PLP2;Candidate RBP;identified;not identified;1;NA;NP_002659
ENSG00000102024;PLS3;Candidate RBP;identified;not identified;0.930427451;0.201825861;"NP_005023;NP_001129497;NP_0011..."
ENSG00000102054;RBBP7;Candidate RBP;identified;not identified;0.930427451;0.023669459;"NP_002884;NP_001185648"
ENSG00000102103;PQBP1;Candidate RBP;identified;not identified;0.072832566;0.558619239;"NP_001161462;NP_001161461;NP_0..."
ENSG00000102144;PGK1;Candidate RBP;identified;not identified;1;NA;NP_000282
ENSG00000102309;PIN4;Candidate RBP;identified;not identified;0.930427451;0.486378702;"NP_006214;NP_001164218"
ENSG00000102316;MAGED2;Candidate RBP;identified;not identified;1;NA;"NP_803182;NP_055414;NP_957516"
ENSG00000102753;KPNA3;Candidate RBP;identified;not identified;1;NA;NP_002258
ENSG00000102755;FLT1;Candidate RBP;identified;not identified;1;NA;"NP_002010;NP_001153392;NP_0011..."
ENSG00000103152;MPG;Candidate RBP;identified;not identified;1;NA;"NP_001015054;NP_001015052;NP_0..."
ENSG00000103335;FAM38A;Candidate RBP;identified;not identified;1;NA;NP_001136336
ENSG00000103423;DNAJA3;Candidate RBP;identified;not identified;1;NA;"NP_005138;NP_001128582"
ENSG00000104129;DNAJC17;Candidate RBP;identified;not identified;1;NA;NP_060633
ENSG00000104131;EIF3J;Candidate RBP;identified;not identified;0.029319648;0.052190917;NP_003749
ENSG00000104325;DECR1;Candidate RBP;identified;not identified;1;NA;NP_001350
ENSG00000104408;EIF3E;Candidate RBP;identified;not identified;0.329799582;0.060379936;NP_001559
ENSG00000104419;NDRG1;Candidate RBP;identified;not identified;0.329799582;NA;"NP_001128714;NP_006087"
ENSG00000104518;GSDMD;Candidate RBP;identified;not identified;1;NA;"NP_079012;NP_001159709"
ENSG00000104529;EEF1D;Candidate RBP;identified;not identified;1;NA;"NP_001123529;NP_001123525;NP_0..."
ENSG00000104626;ERI1;Candidate RBP;identified;not identified;0.329799582;NA;NP_699163
ENSG00000104731;KLHDC4;Candidate RBP;identified;not identified;1;NA;"NP_060036;NP_001171785;NP_0011..."
ENSG00000104805;NUCB1;Candidate RBP;identified;not identified;1;NA;NP_006175
ENSG00000104823;ECH1;Candidate RBP;identified;not identified;1;NA;NP_001389
ENSG00000104835;FBXO17;Candidate RBP;identified;not identified;1;NA;"NP_001139373;NP_060297;NP_0791..."
ENSG00000104979;C19orf53;Candidate RBP;identified;not identified;0.930427451;NA;NP_054766
ENSG00000104980;TIMM44;Candidate RBP;identified;not identified;1;NA;NP_006342
ENSG00000105185;PDCD5;Candidate RBP;identified;not identified;1;NA;NP_004699
ENSG00000105186;ANKRD27;Candidate RBP;identified;not identified;1;NA;NP_115515
ENSG00000105298;C19orf29;Candidate RBP;identified;not identified;0.052105948;0.010600848;"NP_001074012;NP_067054"
ENSG00000105355;PLIN3;Candidate RBP;identified;not identified;1;NA;"NP_001157666;NP_001157661;NP_0..."
ENSG00000105379;ETFB;Candidate RBP;identified;not identified;0.930427451;0.035183438;"NP_001976;NP_001014763"
ENSG00000105401;CDC37;Candidate RBP;identified;not identified;1;NA;NP_008996
ENSG00000105479;CCDC114;Candidate RBP;identified;not identified;1;NA;NP_653178
ENSG00000105705;SUGP1;Candidate RBP;identified;not identified;0.016629709;0.013729185;NP_757386
ENSG00000105726;ATP13A1;Candidate RBP;identified;not identified;0.930427451;NA;NP_065143
ENSG00000105778;AVL9;Candidate RBP;identified;not identified;1;NA;NP_055875
ENSG00000105849;TWISTNB;Candidate RBP;identified;not identified;1;NA;NP_001002926
ENSG00000105982;RNF32;Candidate RBP;identified;not identified;1;NA;"NP_001171926;NP_001171925;NP_1..."
ENSG00000106052;TAX1BP1;Candidate RBP;identified;not identified;1;NA;"NP_001193831;NP_001193830;NP_0..."
ENSG00000106105;GARS;Candidate RBP;identified;not identified;1;NA;NP_002038
ENSG00000106123;EPHB6;Candidate RBP;identified;not identified;1;NA;NP_004436
ENSG00000106263;EIF3B;Candidate RBP;identified;not identified;0.329799582;0.01450149;"NP_001032360;NP_003742"
ENSG00000106346;USP42;Candidate RBP;identified;not identified;0.143405059;0.815944454;NP_115548
ENSG00000106355;LSM5;Candidate RBP;identified;not identified;0.072832566;NA;"NP_001124182;NP_036454;NP_0011..."
ENSG00000106948;AKNA;Candidate RBP;identified;not identified;0.930427451;NA;NP_110394
ENSG00000108312;UBTF;Candidate RBP;identified;not identified;0.930427451;0.446164778;"NP_001070152;NP_001070151;NP_0..."
ENSG00000108515;ENO3;Candidate RBP;identified;not identified;0.930427451;0.029688389;"NP_001967;NP_443739;NP_0011804..."
ENSG00000108518;PFN1;Candidate RBP;identified;not identified;0.022498643;0.011549554;NP_005013
ENSG00000108551;RASD1;Candidate RBP;identified;not identified;1;NA;NP_057168
ENSG00000108582;CPD;Candidate RBP;identified;not identified;1;NA;"NP_001295;NP_001186704"
ENSG00000108651;UTP6;Candidate RBP;identified;not identified;0.012745281;0.172192159;NP_060898
ENSG00000109062;SLC9A3R1;Candidate RBP;identified;not identified;0.930427451;0.060267742;NP_004243
ENSG00000109475;RPL34;Candidate RBP;identified;not identified;0.143405059;0.055117504;"NP_296374;NP_000986"
ENSG00000109920;FNBP4;Candidate RBP;identified;not identified;1;NA;NP_056123
ENSG00000110107;PRPF19;Candidate RBP;identified;not identified;0.930427451;0.164278852;NP_055317
ENSG00000110172;CHORDC1;Candidate RBP;identified;not identified;0.713048069;NA;"NP_036256;NP_001137545"
ENSG00000110696;C11orf58;Candidate RBP;identified;not identified;0.930427451;NA;NP_055082
ENSG00000110700;RPS13;Candidate RBP;identified;not identified;0.040298589;0.9543408;NP_001008
ENSG00000110801;PSMD9;Candidate RBP;identified;not identified;1;NA;NP_002804
ENSG00000110841;PPFIBP1;Candidate RBP;identified;not identified;1;NA;"NP_001185844;NP_803193;NP_0011..."
ENSG00000110917;MLEC;Candidate RBP;identified;not identified;1;NA;NP_055545
ENSG00000110921;MVK;Candidate RBP;identified;not identified;1;NA;"NP_001107657;NP_000422"
ENSG00000110958;PTGES3;Candidate RBP;identified;not identified;1;NA;NP_006592
ENSG00000111011;RSRC2;Candidate RBP;identified;not identified;1;NA;NP_075388
ENSG00000111196;MAGOHB;Candidate RBP;identified;not identified;0.930427451;NA;NP_060518
ENSG00000111331;OAS3;Candidate RBP;identified;not identified;0.329799582;0.105389449;NP_006178
ENSG00000111335;OAS2;Candidate RBP;identified;not identified;0.329799582;NA;"NP_058197;NP_002526;NP_0010279..."
ENSG00000111530;CAND1;Candidate RBP;identified;not identified;0.930427451;0.010344471;NP_060918
ENSG00000111639;MRPL51;Candidate RBP;identified;not identified;0.930427451;0.101821308;NP_057581
ENSG00000111640;GAPDH;Candidate RBP;identified;not identified;0.096773559;0.134728519;NP_002037
ENSG00000111669;TPI1;Candidate RBP;identified;not identified;0.713048069;0.49371597;"NP_001152759;NP_000356"
